Timestamp,Pre_PRBS_Tank_Temp,Cold_Valve_%,Hot_Valve_%,Flow_Rate,Mixed_Temperature,Is_Settling
2025-06-18 16:57:43,47.17702012,10.002967566362935,9.783580570301405,13.201712088381603,32.24248695975577,1
2025-06-18 16:57:44,47.17702012,10.002967566362935,9.783580570301405,11.25899533066805,32.252252879713545,0
2025-06-18 16:57:45,47.17702012,10.002967566362935,9.783580570301405,6.223944822534867,33.43561393918124,0
2025-06-18 16:57:45,47.17702012,10.002967566362935,9.783580570301405,4.216269417401654,36.79826851944253,0
2025-06-18 16:57:46,47.17702012,10.002967566362935,9.783580570301405,3.8099002044740136,38.72582064174327,0
2025-06-18 16:57:46,47.17702012,10.002967566362935,9.783580570301405,3.6573229163487655,39.16230282823942,0
2025-06-18 16:57:47,47.17702012,10.002967566362935,9.783580570301405,3.6074709311197237,39.08326956643755,0
2025-06-18 16:58:19,44.96503924,26.665221251145855,6.781272115336677,12.609530930509354,32.14482775974508,1
2025-06-18 16:58:19,44.96503924,26.665221251145855,6.781272115336677,10.96743675038911,32.15215219970684,0
2025-06-18 16:58:20,44.96503924,26.665221251145855,6.781272115336677,9.500579851680044,32.15215219966158,0
2025-06-18 16:58:20,44.96503924,26.665221251145855,6.781272115336677,9.399365215002899,32.15703515965789,0
2025-06-18 16:58:21,44.96503924,26.665221251145855,6.781272115336677,10.127506332590716,32.70814100046463,0
2025-06-18 16:58:21,44.96503924,26.665221251145855,6.781272115336677,10.03384502700888,32.72367465792139,0
2025-06-18 16:58:22,44.96503924,26.665221251145855,6.781272115336677,10.169804986724449,32.725579401294375,0
2025-06-18 16:58:22,44.96503924,26.665221251145855,6.781272115336677,10.03384502700888,32.73731121694565,0
2025-06-18 16:58:23,44.96503924,26.665221251145855,6.781272115336677,10.119953001495407,32.73523367676267,0
2025-06-18 16:58:24,44.96503924,26.665221251145855,6.781272115336677,10.094271675771354,32.75198313216283,0
2025-06-18 16:58:24,44.96503924,26.665221251145855,6.781272115336677,10.287636951811272,32.734383873796354,0
2025-06-18 16:58:25,44.96503924,26.665221251145855,6.781272115336677,10.068590350047304,32.74956458946619,0
2025-06-18 16:58:25,44.96503924,26.665221251145855,6.781272115336677,10.181890316476943,32.74955989696026,0
2025-06-18 16:58:26,44.96503924,26.665221251145855,6.781272115336677,10.310296945097202,32.73352528725468,0
2025-06-18 16:58:26,44.96503924,26.665221251145855,6.781272115336677,10.334467604602192,32.73402280114503,0
2025-06-18 16:58:27,44.96503924,26.665221251145855,6.781272115336677,10.23627430036317,32.74002246257862,0
2025-06-18 16:58:28,44.96503924,26.665221251145855,6.781272115336677,10.240806299020356,32.73679464048281,0
2025-06-18 16:58:59,43.38540168000001,22.436875851687354,9.337126219207466,13.088412121951963,32.07890779975491,1
2025-06-18 16:59:31,42.65295768000001,11.840777875773053,6.272165749732921,12.973601489303263,32.06181743975287,1
2025-06-18 16:59:32,42.65295768000001,11.840777875773053,6.272165749732921,10.8767967772454,32.04961003970534,0
2025-06-18 16:59:32,42.65295768000001,11.840777875773053,6.272165749732921,5.965620899075289,32.05693447946264,0
2025-06-18 16:59:33,42.65295768000001,11.840777875773053,6.272165749732921,3.684514908291879,32.0740248391295,0
2025-06-18 16:59:33,42.65295768000001,11.840777875773053,6.272165749732921,3.5289162877285074,33.55998210074421,0
2025-06-18 16:59:34,42.65295768000001,11.840777875773053,6.272165749732921,3.335551011688589,33.662424304570514,0
2025-06-18 16:59:34,42.65295768000001,11.840777875773053,6.272165749732921,3.3551896725363934,33.68826304036469,0
2025-06-18 16:59:35,42.65295768000001,11.840777875773053,6.272165749732921,3.3174230170598467,33.70650109592385,0
2025-06-18 16:59:36,42.65295768000001,11.840777875773053,6.272165749732921,3.2600177007354962,33.720973934683876,0
2025-06-18 16:59:36,42.65295768000001,11.840777875773053,6.272165749732921,2.7207098605304116,32.13017887881905,0
2025-06-18 16:59:37,42.65295768000001,11.840777875773053,6.272165749732921,2.673879207739494,32.127737398798466,0
2025-06-18 16:59:37,42.65295768000001,11.840777875773053,6.272165749732921,2.6633045442060608,32.1301788787936,0
2025-06-18 16:59:38,42.65295768000001,11.840777875773053,6.272165749732921,3.275124362926115,33.70411252005947,0
2025-06-18 16:59:38,42.65295768000001,11.840777875773053,6.272165749732921,2.770561845759453,32.130178878840304,0
2025-06-18 16:59:39,42.65295768000001,11.840777875773053,6.272165749732921,3.3446150090029603,33.667360711802786,0
2025-06-18 16:59:40,42.65295768000001,11.840777875773053,6.272165749732921,3.358211004974517,33.662207029856816,0
2025-06-18 16:59:40,42.65295768000001,11.840777875773053,6.272165749732921,3.2434003723258154,33.7227049970972,0
2025-06-18 16:59:41,42.65295768000001,11.840777875773053,6.272165749732921,3.1905270546586504,33.74374283810905,0
2025-06-18 16:59:41,42.65295768000001,11.840777875773053,6.272165749732921,3.2086550492873926,33.737098023844986,0
2025-06-18 16:59:42,42.65295768000001,11.840777875773053,6.272165749732921,3.2358470412305063,33.71013558667065,0
2025-06-18 17:00:13,42.21593276,12.512248243852131,9.439673081086347,12.944898831141087,32.04961003975242,1
2025-06-18 17:00:45,42.20616684,20.852130179841716,5.642411993495554,13.108050782799769,32.05449299975546,1
2025-06-18 17:01:17,42.1744276,20.800003880501237,9.770380207199699,13.221350749229408,32.05449299975756,1
2025-06-18 18:47:05,65.30012616,35.5213946,28.367609042873692,9.103656216406375,10.978011413922545,38.93288868070769,0
2025-06-18 18:47:06,65.30012616,35.5213946,28.367609042873692,9.103656216406375,11.107928708761865,38.89209796959411,0
2025-06-18 18:47:06,65.30012616,35.5213946,28.367609042873692,9.103656216406375,11.249931333353679,38.842178850821654,0
2025-06-18 18:47:07,65.04621224,35.472565,8.216291936912821,8.379098076025038,11.104907376323741,38.880848827009416,1
2025-06-18 18:47:07,65.04621224,35.472565,8.216291936912821,8.379098076025038,11.124546037171545,38.90454322413698,1
2025-06-18 18:47:08,65.04621224,35.472565,8.216291936912821,8.379098076025038,9.021698660237433,40.003955150125904,1
2025-06-18 18:47:09,65.04621224,35.472565,8.216291936912821,8.379098076025038,4.658894619586779,45.721641541119794,1
2025-06-18 18:47:09,65.04621224,35.472565,8.216291936912821,8.379098076025038,3.0062257759331033,51.9995786391949,1
2025-06-18 18:47:10,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.5530259102145454,55.29349645511231,1
2025-06-18 18:47:10,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.426129947813349,56.40772087877088,1
2025-06-18 18:47:11,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.401959288308359,56.6827950493131,1
2025-06-18 18:47:11,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.3505966368602556,57.04079545189212,1
2025-06-18 18:47:12,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.340021973326823,57.202510894702016,1
2025-06-18 18:47:13,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.3521073030793174,57.12033080990294,1
2025-06-18 18:47:13,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.3762779625843073,56.886700711172494,1
2025-06-18 18:47:14,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.380809961241493,56.831144810379456,1
2025-06-18 18:47:14,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.34606463820307,56.99925765655305,1
2025-06-18 18:47:15,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.315851313821833,56.788448423222995,1
2025-06-18 18:47:15,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.3959166234321114,56.78787996791984,1
2025-06-18 18:47:16,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.3521073030793174,57.146401488437476,1
2025-06-18 18:47:17,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.3611713003936887,57.10589133454882,1
2025-06-18 18:47:17,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.365703299050874,57.064044385429504,0
2025-06-18 18:47:18,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.379299295022431,57.00506997055652,0
2025-06-18 18:47:18,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.401959288308359,56.77908456367387,0
2025-06-18 18:47:19,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.367213965269936,57.08953174954749,0
2025-06-18 18:47:19,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.3551286355174414,57.06150302190043,0
2025-06-18 18:47:20,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.340021973326823,57.15897721000408,0
2025-06-18 18:47:20,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.347575304422132,57.092907319575744,0
2025-06-18 18:47:21,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.3294473097933897,57.265114145038446,0
2025-06-18 18:47:22,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.3445539719840083,57.10074907869857,0
2025-06-18 18:47:22,65.04621224,35.472565,8.216291936912821,8.379098076025038,2.3218939786980806,57.34120952091364,0
2025-06-18 18:47:23,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,2.3354899746696374,57.15391494233935,1
2025-06-18 18:47:23,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,2.3339793084505756,57.15748220958991,1
2025-06-18 18:47:24,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,4.899090548417615,43.426193893828355,1
2025-06-18 18:47:24,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,8.935590685750908,38.815951238929934,1
2025-06-18 18:47:25,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.450788903469956,37.824585473867614,1
2025-06-18 18:47:26,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.706091494491409,37.46726897320162,1
2025-06-18 18:47:26,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.910031434064761,37.32415070730674,1
2025-06-18 18:47:27,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,11.068651387066256,37.22096024302663,1
2025-06-18 18:47:27,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.89190343943602,37.20926455959181,1
2025-06-18 18:47:28,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.816370128482925,37.24083348678419,1
2025-06-18 18:47:28,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.884350108340708,37.17058096203463,1
2025-06-18 18:47:29,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.855647450178534,37.186262439345725,1
2025-06-18 18:47:30,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.671346171452987,37.21631536137266,1
2025-06-18 18:47:30,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.77860347300638,37.19965392212719,1
2025-06-18 18:47:31,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,11.113971373638112,37.15367480916958,1
2025-06-18 18:47:31,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.92664876247444,37.155640570333254,1
2025-06-18 18:47:32,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.63357951597644,37.20197984833889,1
2025-06-18 18:47:32,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.5837275307474,37.2291750112326,1
2025-06-18 18:47:33,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,11.070162053285319,37.14897818911857,0
2025-06-18 18:47:34,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.928159428693501,37.16143060835224,0
2025-06-18 18:47:34,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.78917813653981,37.148875185687615,0
2025-06-18 18:47:35,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.69702749717704,37.2046600731503,0
2025-06-18 18:47:35,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.547471541489914,37.24494590110778,0
2025-06-18 18:47:36,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.66530350657674,37.21399625771907,0
2025-06-18 18:47:36,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.801263466292307,37.19862033478289,0
2025-06-18 18:47:37,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.858668782616657,37.19807929135471,0
