Timestamp,Pre_PRBS_Tank_Temp,Cold_Valve_%,Hot_Valve_%,Flow_Rate,Mixed_Temperature,Is_Settling
2025-06-19 08:44:35,37.071734400000004,36.88862340000001,11.069684797218018,9.949614675762511,0,0.0,1
2025-06-19 08:44:36,37.071734400000004,36.88862340000001,11.069684797218018,9.949614675762511,0,0.0,1
2025-06-19 08:44:37,37.071734400000004,36.88862340000001,11.069684797218018,9.949614675762511,0.6405224768822291,37.079058834211125,1
2025-06-19 08:44:37,37.071734400000004,36.88862340000001,11.069684797218018,9.949614675762511,2.6497085482345044,36.99513818341566,1
2025-06-19 08:44:38,37.071734400000004,36.88862340000001,11.069684797218018,9.949614675762511,3.142185735648671,36.927245734363254,1
2025-06-19 08:44:38,37.071734400000004,36.88862340000001,11.069684797218018,9.949614675762511,3.53949095126194,36.75502348761715,1
2025-06-19 08:44:39,37.071734400000004,36.88862340000001,11.069684797218018,9.949614675762511,3.584810937833796,36.44788635937097,1
2025-06-19 08:44:39,37.071734400000004,36.88862340000001,11.069684797218018,9.949614675762511,3.5545976134525588,36.060750007961296,1
2025-06-19 08:44:40,37.071734400000004,36.88862340000001,11.069684797218018,9.949614675762511,3.5047456282235174,35.67399341315454,1
2025-06-19 08:44:41,37.071734400000004,36.88862340000001,11.069684797218018,9.949614675762511,3.4503616443372906,35.352339212162796,1
2025-06-19 08:44:41,37.071734400000004,36.88862340000001,11.069684797218018,9.949614675762511,3.4488509781182284,35.100574561347564,1
2025-06-19 08:44:42,37.071734400000004,36.88862340000001,11.069684797218018,9.949614675762511,3.4171269875179293,34.88888613908511,1
2025-06-19 08:44:42,37.071734400000004,36.88862340000001,11.069684797218018,9.949614675762511,3.4141056550798057,34.68831625034681,1
2025-06-19 08:44:43,37.071734400000004,36.88862340000001,11.069684797218018,9.949614675762511,3.4141056550798057,34.53004568890012,1
2025-06-19 08:44:43,37.071734400000004,36.88862340000001,11.069684797218018,9.949614675762511,3.4171269875179293,34.37838691846344,1
2025-06-19 08:44:44,37.071734400000004,36.88862340000001,11.069684797218018,9.949614675762511,3.4322336497085484,34.23303462960119,1
2025-06-19 08:44:44,37.071734400000004,36.88862340000001,11.069684797218018,9.949614675762511,3.3974883266701257,34.125008079422436,1
2025-06-19 08:44:45,37.071734400000004,36.88862340000001,11.069684797218018,9.949614675762511,3.4201483199560534,34.0440349929092,1
2025-06-19 08:44:46,37.071734400000004,36.88862340000001,11.069684797218018,9.949614675762511,3.3869136631366925,33.93339807357438,0
2025-06-19 08:44:46,37.071734400000004,36.88862340000001,11.069684797218018,9.949614675762511,3.371807000946074,33.84696810939045,0
2025-06-19 08:44:47,37.071734400000004,36.88862340000001,11.069684797218018,9.949614675762511,3.3431043427838985,33.755732370359475,0
